Ürün Kodu,Ürün Adı,Renk,Monamise Satış Fiyatı,İndirim Oranı (%),Monamise İndirimli Net Satış Fiyatı
23Y23102,Desenli ve Dantelli Sabahlık Takımı,ANTRASİT,"1569,9",35.00,"1020,44"
23Y23105,"Desenli Kısa Kollu ""Less Mondey More Coffee"" Pijama Takımı",ANTRASİT,"1361,9",35.00,"885,24"
23Y23106,Kısa Kollu Önü Düğmeli Gecelik,ANTRASİT,"1139,9",35.00,"740,94"
23Y23109,Kısa Kollu Desenli Gecelik,SARI,"1042,9",35.00,"677,89"
24K24140,Yaprak Desenli Dantelli ve Dekolteli Sabahlık Takımı,LACİVERT,"3717,9",30.00,"2602,53"
24K24141,Yaprak Desenli Uzun Kollu V Yaka Pijama Takımı,LACİVERT,"2823,9",30.00,"1976,73"
24K24142,Dantelli ve Dekolteli Kadife Sabahlık Takımı,LACİVERT,"3417,9",30.00,"2392,53"
24K24143,Yaprak Desenli ve Dantelli 3'lü Pijama Takımı,LACİVERT,"4271,9",30.00,"2990,33"
24K24146,Çiçek Yaprak ve Etnik Desenli Pijama Takımı,SİYAH,"3773,9",30.00,"2641,73"
24K24147,Çiçek Yaprak ve Etnik Desenli Dantelli ve Dekolteli Sabahlık Takımı,SİYAH,"3685,9",30.00,"2580,13"
24K24148,Çiçek Yaprak ve Etnik Desenli Dantelli 3'lü Pijama Takımı,SİYAH,"3997,9",30.00,"2798,53"
24K24149,Çiçek Yaprak ve Etnik Desenli Uzun Kollu Pijama Takımı,SİYAH,"3081,9",30.00,"2157,33"
24K24152,Uzun Kollu V Yaka Pijama Takımı,SİYAH,"2363,9",30.00,"1654,73"
24K24154,Uzun Kollu Önü Düğmeli V Yaka Pijama Takımı,YEŞİL,"2471,9",30.00,"1730,33"
24K24156,Uzun Kollu V Yaka Pijama Takımı,YEŞİL,"2371,9",30.00,"1660,33"
24K24159,Uzun Kollu ve Dantelli Pijama Takımı,MÜRDÜM,"2410,9",30.00,"1687,63"
24K24161,Çiçek ve Yaprak Desenli Dantelli ve Dekolteli Sabahlık Takımı,YEŞİL,"3085,9",30.00,"2160,13"
24K24162,Çiçek ve Yaprak Desenli Önü Düğmeli Pijama Takımı,YEŞİL,"2510,9",30.00,"1757,63"
24K24163,Çiçek ve Yaprak Desenli Dantelli Hamile Lohusa Sabahlık Takımı,YEŞİL,"3100,9",30.00,"2170,63"
24K24164,Çiçek ve Yaprak Desenli Dantelli Hamile Lohusa 3'lü Pijama Takımı,YEŞİL,"3226,9",30.00,"2258,83"
24K24165,Yaprak Desenli Yırtmaçlı Dantelli ve Dekolteli Sabahlık Takımı,SOMON,"3125,9",30.00,"2188,13"
24K24165BAT,Yaprak Desenli Yırtmaçlı Dantelli ve Dekolteli Büyük Beden Sabahlık Takımı,SOMON,"3368,9",30.00,"2358,23"
24K24166,Yaprak Desenli Dantelli V Yaka Pijama Takımı,SOMON,"2554,9",30.00,"1788,43"
24K24166BAT,Yaprak Desenli Dantelli V Yaka Büyük Beden Pijama Takımı,SOMON,"2770,9",30.00,"1939,63"
24K24167,Çiçek ve Yaprak Desenli Dantelli ve Dekolteli Sabahlık Takımı,YEŞİL,"3102,9",30.00,"2172,03"
24K24167BAT,Çiçek ve Yaprak Desenli Dantelli ve Dekolteli Büyük Beden Sabahlık Takımı,YEŞİL,"3368,9",30.00,"2358,23"
24K24168BAT,Çiçek ve Yaprak Desenli Dantelli Büyük Beden Pijama Takımı,YEŞİL,"2734,9",30.00,"1914,43"
24K24169BAT,Çiçek ve Yaprak Desenli V Yaka Büyük Beden Kapri Takımı,YEŞİL,"2458,9",30.00,"1721,23"
24Y24001,Etnik Desenli 3'lü Alt Üst Takım,SİYAH,"3275,9",30.00,"2293,13"
24Y24003,Etnik Desenli Kuşaklı Elbise,SİYAH,"3552,9",30.00,"2487,03"
24Y24005,Etnik Desenli Önü Düğmeli Alt Üst Takım,SİYAH,"2494,9",30.00,"1746,43"
24Y24010,Çiçek ve Yaprak Desenli Truvakar Kollu Elbise,MOR,"2910,9",30.00,"2037,63"
24Y24011,Çiçek ve Yaprak Desenli Elbise,MOR,"2416,9",30.00,"1691,83"
24Y24012,Çiçek ve Yaprak Desenli İp Askılı Tulum,MOR,"2550,9",30.00,"1785,63"
24Y24013,Çiçek ve Yaprak Desenli 3'lü Alt Üst Takım,MOR,"3044,9",30.00,"2131,43"
24Y24017,Çiçek ve Yaprak Desenli Kısa Kollu Elbise,YEŞİL,"3057,9",30.00,"2140,53"
24Y24020,Çiçek ve Yaprak Desenli Alt Üst Takım,YEŞİL,"2044,9",30.00,"1431,43"
24Y24021,Çiçek ve Yaprak Desenli 3'lü Alt Üst Takım,YEŞİL,"3622,9",30.00,"2536,03"
24Y24022,Çiçek ve Yaprak Desenli Alt Üst Takım,YEŞİL,"2373,9",30.00,"1661,73"
24Y24023,Çiçek ve Yaprak Desenli Önü Düğmeli Elbise,SİYAH,"2674,9",30.00,"1872,43"
24Y24024,Çiçek ve Yaprak Desenli Truvakar Kollu Elbise,SİYAH,"2787,9",30.00,"1951,53"
24Y24025,Çiçek ve Yaprak Desenli Etek Takımı,SİYAH,"2329,9",30.00,"1630,93"
24Y24026,Çiçek ve Yaprak Desenli Önü Düğmeli Elbise,SİYAH,"2336,9",30.00,"1635,83"
24Y24028,Çiçekve Yaprak Deseni V Yaka Alt Üst Takım,SİYAH,"2013,9",30.00,"1409,73"
24Y24032,Yaprak Desenli Önü Düğmeli Gömlek Yaka Alt Üst Takım,LACİVERT,"2512,9",30.00,"1759,03"
24Y24034,Çiçek ve Yaprak Desenli Kuşaklı Elbise,SARI,"2420,9",30.00,"1694,63"
24Y24037,Çiçek ve Yaprak Desenli Önü Düğmeli Alt Üst Takım,SARI,"2516,9",30.00,"1761,83"
24Y24040,Desenli 3'lü Alt Üst Takım,TARÇIN,"3266,9",30.00,"2286,83"
24Y24043,Kısa Kollu Bisiklet Yaka Alt Üst Takım,TARÇIN,"2675,9",30.00,"1873,13"
24Y24044,Kısa Kollu Bisiklet Yaka Alt Üst Takım,TARÇIN,"2364,9",30.00,"1655,43"
24Y24045,Yaprak Desenli Dantelli ve Dekolteli Saten Sabahlık Takımı,MOR,"3171,9",30.00,"2220,33"
24Y24046,Yaprak Desenli ve Dantelli Saten Şort Takımı,MOR,"1963,9",30.00,"1374,73"
24Y24048,Çiçek ve Yaprak Desenli Önü Düğmeli Alt Üst Takım,SARI,"2373,9",30.00,"1661,73"
24Y24050,"Çiçek ve Yaprak Desenli ve Baskılı ""You Are Beautiful"" Sabahlık Takımı",SARI,"2545,9",30.00,"1782,13"
24Y24051,Çiçek ve Yaprak Desenli Dantelli ve Dekolteli Sabahlık Takımı,SİYAH,"3057,9",30.00,"2140,53"
24Y24055,Çiçek ve Yaprak Desenli Önü Düğmeli Elbise,SİYAH,"2316,9",30.00,"1621,83"
24Y24057,Kısa Kollu Bisiklet Yaka Alt Üst Takım,YEŞİL,"2692,9",30.00,"1885,03"
24Y24059,Kısa Kollu Bisiklet Yaka Alt Üst Takım,KAHVE,"2418,9",30.00,"1693,23"
24Y24060,Kısa Kollu Bisiklet Yaka Alt Üst Takım,ANTRASİT,"2418,9",30.00,"1693,23"
24Y24062,Kısa Kollu V Yaka Alt Üst Takım,İNDİGO,"2364,9",30.00,"1655,43"
24Y24064,Kısa Kollu Oyuk Yaka Alt Üst Takım,YEŞİL,"2289,9",30.00,"1602,93"
24Y24066,Etnik Desenli ve Dantelli Sabahlık Takımı,YEŞİL,"2332,9",30.00,"1633,03"
24Y24066BAT,Etnik Desenli ve Dantelli Büyük Beden Sabahlık Takımı,YEŞİL,"2906,9",30.00,"2034,83"
24Y24069,Dantelli Önü Düğmeli Hamile Lohusa Gecelik,YEŞİL,"1868,9",30.00,"1308,23"
24Y24071,Çiçek ve Yaprak Desenli Dantelli Hamile Lohusa Sabahlık Takımı,YEŞİL,"2516,9",30.00,"1761,83"
24Y24072,Çiçek Desenli ve Dantelli Sabahlık Takımı,PEMBE,"2156,9",30.00,"1509,83"
24Y24073,"Çiçek Desenli ve Baskılı ""You are Awesome"" Şort Takımı",PEMBE,"1737,9",30.00,"1216,53"
24Y24075,"Çiçek Desenli ve Baskılı ""You are Awesome"" Kapri Takımı",PEMBE,"1961,9",30.00,"1373,33"
24Y24078,Dantelli Önü Düğmeli Hamile Lohusa Gecelik,PEMBE,"1868,9",30.00,"1308,23"
24Y24079,Çiçek Desenli Önü Düğmeli Sabahlık Takımı,KAHVE,"2228,9",30.00,"1560,23"
24Y24080,Çiçek Deseni V Yaka Şort Takımı,KAHVE,"1736,9",30.00,"1215,83"
24Y24081,Çiçek Deseni V Yaka Pijama Takımı,KAHVE,"2016,9",30.00,"1411,83"
24Y24083,Etnik Deseni ve Dantelli Sabahlık Takımı,YEŞİL,"2231,9",30.00,"1562,33"
24Y24086,Etnik Desenli Sabahlık Takımı,YEŞİL,"2113,9",30.00,"1479,73"
24Y24088,Etnik Desenli Kısa Kollu Şort Takımı,YEŞİL,"1790,9",30.00,"1253,63"
24Y24090,Yaprak Desenli Kısa Kollu Şort Takımı,AÇIK YEŞİL,"1796,9",30.00,"1257,83"
24Y24092,Çiçek ve Yaprak Desenli Dantelli Kapri Takımı,AÇIK YEŞİL,"1972,9",30.00,"1381,03"
24Y24093,Yaprak Desenli Dantelli Hamile Lohusa 3'lü Pijama Takımı,AÇIK YEŞİL,"2742,9",30.00,"1920,03"
24Y24094,Yaprak Desenli Dantelli Hamile Lohusa Sabahlık Takımı,AÇIK YEŞİL,"2590,9",30.00,"1813,63"
24Y24095,Yaprak Desenli Dantelli ve Dekolteli Sabahlık Takımı,SİYAH,"2157,9",30.00,"1510,53"
24Y24096,Yaprak Desenli ve Baskılı Önü Düğmeli Pijama Takımı,SİYAH,"2151,9",30.00,"1506,33"
24Y24097,"Yaprak Desenli ve Baskılı ""o Segredo e se Permitir Florescer"" Şort Takımı",SİYAH,"1783,9",30.00,"1248,73"
24Y24099,"Yaprak Baskılı ""o Segredo e se Permitir Florescer"" Gecelik",SİYAH,"1572,9",30.00,"1101,03"
24Y24100,"Yaprak Desenli ve Baskılı ""o Segredo e se Permitir Florescer"" Kapri Takımı",SİYAH,"1927,9",30.00,"1349,53"
24Y24101,Çiçek ve Yaprak Desenli Dantelli ve Dekolteli Sabahlık Takımı,YEŞİL,"2234,9",30.00,"1564,43"
24Y24102,Çiçek ve Yaprak Desenli Dantelli Şort Takımı,YEŞİL,"1781,9",30.00,"1247,33"
24Y24103,Çiçek ve Yaprak Desenli ve Baskılı Pijama Takımı,YEŞİL,"2000,9",30.00,"1400,63"
24Y24104,Çiçek ve Yaprak Desenli ve Baskılı Kapri Takımı,YEŞİL,"1872,9",30.00,"1311,03"
24Y24106,"Yaprak Desenli ve Baskılı ""Tropical Vibes"" Şort Takımı",YEŞİL,"1742,9",30.00,"1220,03"
24Y24109,"Yaprak Desenli ve Baskılı ""Love Your Self"" Şort Takımı",SARI,"1749,9",30.00,"1224,93"
24Y24111,"Yaprak Desenli ve Baskılı ""Love Your Self"" Kapri Takımı",SARI,"1924,9",30.00,"1347,43"
24Y24113,"Desenli ve Baskılı ""See the World"" Pijama Takımı",YEŞİL,"2104,9",30.00,"1473,43"
24Y24114,"Dantelli ve Baskılı ""See the World"" Gecelik",YEŞİL,"1617,9",30.00,"1132,53"
24Y24115,"Desenli ve Baskılı ""See the World"" Kapri Takımı",YEŞİL,"2137,9",30.00,"1496,53"
24Y24116,"Meyve ve Yaprak Baskılı Dantelli ""Feel Good"" Gecelik",LACİVERT,"1596,9",30.00,"1117,83"
24Y24118,"Meyve ve Yaprak Desenli ve Baskılı ""Feel Good"" Şort Takımı",LACİVERT,"1786,9",30.00,"1250,83"
24Y24120,"Desenli ve Baskılı ""Yoga Sport"" Pijama Takımı",SARI,"2140,9",30.00,"1498,63"
24Y24121,"Desenli ve Baskılı ""Yoga Sport"" Şort Takımı",SARI,"1777,9",30.00,"1244,53"
24Y24122,"Desenli ve Baskılı ""Yoga Sport"" Kapri Takımı",SARI,"2060,9",30.00,"1442,63"
24Y24123,"Deniz Yıldızı Desenli ve Baskılı Önü Düğmeli ""Listen the Song of the Sea"" Şort Takımı",YAVRUAĞZI,"1831,9",30.00,"1282,33"
24Y24124,"Deniz Yıldızı Desenli ve Baskılı Önü Düğmeli ""Listen the Song of the Sea"" Pijama Takımı",YAVRUAĞZI,"2096,9",30.00,"1467,83"
24Y24125,"Deniz Yıldızı Desenli ve Baskılı Önü Düğmeli ""Listen the Song of the Sea"" Kapri Takımı",YAVRUAĞZI,"1959,9",30.00,"1371,93"
24Y24126,"Çizgi ve Kedi Desenli ve Basklılı ""Sweet Dreams"" Pijama Takımı",SİYAH,"2101,9",30.00,"1471,33"
24Y24127,"Çizgi Desenli Kedi Basklılı ""Sweet Dreams"" Gecelik",SİYAH,"1641,9",30.00,"1149,33"
24Y24128,"Kedi Desenli ve Basklılı ""Sweet Dreams"" Şort Takımı",SİYAH,"1730,9",30.00,"1211,63"
24Y24129,"Kedi Basklılı ""Sweet Dreams"" Gecelik",SİYAH,"1504,9",30.00,"1053,43"
24Y24132,Çiçek ve Yaprak Desenli Pijama Takımı,YEŞİL,"2602,9",30.00,"1822,03"
24Y24133,Çiçek ve Yaprak Desenli Baskılı Pijama Takımı,YEŞİL,"2322,9",30.00,"1626,03"
25Y25000,Etnik Desenli Kısa Kollu Önü Düğmeli V Yaka Elbise,,,,
25Y25002,Etnik Desenli Önü Düğeli V Yaka Elbise,,,,
25Y25009,Çizgi Desenli ve Dantelli 3'lü Alt Üst Takım,,,,
25Y25012,Yaprak Desenli Dekolteli V Yaka 3'lü Alt Üst Takım,,,,
25Y25013,Yaprak Desenli Önü Düğmeli Truvakar Kollu Elbise,,,,
25Y25014,Yaprak Desenli Kısa Kollu Gömlek Yaka Alt Üst Takım,,,,
25Y25015,Yaprak Desenli Önü Düğmeli Gömlek Yaka Alt Üst Takım,,,,
25Y25016,Yaprak Desenli Uzun Kollu Gömlek Yaka Alt Üst Takım,,,,
25Y25017,Desenli Önü Düğmeli Gömlek Yaka Alt Üst Takım,,,,
25Y25018,Desenli Truvakar Kollu Gömlek Yaka Elbise,,,,
25Y25020,Desenli V Yaka Askılı Alt Üst Takım,,,,
25Y25021,Etnik Desenli Truvakar Kollu Yırtmaçlı V Yaka Elbise,,,,
25Y25022,Etnik Desenli Önü Düğmeli Gömlek Yaka Alt Üst Takım,,,,
25Y25023,Etnik Desenli Truvakar Kollu V Yaka Elbise,,,,
25Y25024,Etnik Desenli Kısa Kollu Alt Üst Takım,,,,
25Y25027,Etnik Desenli Kısa Kollu V Yaka Alt Üst Takım,,,,
25Y25029,Etnik Desenli Yırtmaçlı V Yaka Askılı Alt Üst Takım,,,,
25Y25030,Etnik Desenli Oyuk Yaka Askılı Alt Üst Takım,,,,
25Y25031,Etnik Desenli Truvakar Kollu Önü Düğmeli V Yaka Elbise,,,,
25Y25032,Balık Desenli ve Baskılı Askılı 3'lü Alt Üst Takım,,,,
25Y25033,Balık Desenli Truvakar Kollu Gömlek Yaka Alt Üst Takım,,,,
25Y25034,Desenli Truvakar Kollu Önü Düğmeli V Yaka Elbise,,,,
25Y25035,Desenli Truvakar Kollu Önü Düğmeli V Yaka Alt Üst Takım,,,,
25Y25036,Desenli Askılı 3'lü Alt Üst Takım,,,,
25Y25037,Desenli Uzun Kollu Önü Düğmeli Gömlek Yaka Elbise,,,,
25Y25038,Desenli ve Dantelli Kısa Kollu Alt Üst Takım,,,,
25Y25040,Desenli Uzun Kollu Önü Düğmeli V Yaka Alt Üst Takım,,,,
25Y25041,Desenli Truvakar Kollu Yırtmaçlı V Yaka Elbise,,,,
25Y25042,Desenli Truvakar Kollu Önü Düğmeli V Yaka Elbise,,,,
25Y25044,Desenli Truvakar Kollu V Yaka Alt Üst Takım,,,,
25Y25045,Desenli ve Yırtmaçlı Uzun Kollu V Yaka Elbise,,,,
25Y25047,Desenli Uzun Kollu Önü Düğmeli Gömlek Yaka Alt Üst Takım,,,,
25Y25048,Desenli ve Yırtmaçlı Önü Düğmeli Gömlek Yaka Elbise,,,,
25Y25049,Desenli Önü Düğmeli Kısa  Kollu V Yaka Elbise,,,,
25Y25050,Desenli ve Dekolteli Dantelli Sabahlık Takımı,,,,
25Y25051,Desenli Kısa Kollu V Yaka Alt Üst Takım,,,,
25Y25052,Dantelli ve Desenli Kısa Kollu V Yaka Şort Takımı,,,,
25Y25053,Desenli ve Dantelli Hamile Lohusa Sabahlık Takımı,,"3730,9",30.00,"2611,63"
25Y25054,Desenli ve Dantelli Hamile Lohusa 3'lü Pijama Takımı,,"3730,9",30.00,"2611,63"
25Y25055,Çiçek Desenli Yırtmaçlı Truvakar Kollu V Yaka Elbise,,,,
25Y25056,Çiçek Desenli Askılı 3'lü Alt Üst Takım,,,,
25Y25057,Ççiçek Desenli Yırtmaçlı Askılı V Yaka Alt Üst Takım,,,,
25Y25058,Ççiçek Desenli Yırtmaçlı Önü Düğmeli Gömlek Yaka Elbise,,,,
25Y25059,Desenli Önü Düğmeli Uzun Kollu Gömlek Yaka Elbise,,,,
25Y25060,Desenli Önü Düğmeli Uzun Kollu Gömlek Yaka Alt Üst Takım,,,,
25Y25061,Desenli Önü Düğmeli Kısa Kollu V Yaka Elbise,,,,
25Y25062,Desenli Dantelli ve Dekolteli Sabahlık Takımı,,,,
25Y25063,Kısa Kollu Dantelli V Yaka Pijama Takımı,,,,
25Y25064,Dantelli ve Dekolteli Askılı V Yaka Şort Takımı,,,,
25Y25068,Yaprak Desenli Dantelli ve Dekolteli Saten Sabahlık Takımı,,,,
25Y25070,Yaprak Desenli Dantelli Askılı V Yaka Saten Şort Takımı,,,,
25Y25071,Yaprak Desenli Dantelli Kısa Kollu V Yaka Saten Alt Üst Takım,,,,
25Y25072,Kısa Kollu Bisiklet Yaka Alt Üst Takım,,,,
25Y25073,Kısa Kollu Bisiklet Yaka Alt Üst Takım,,,,
25Y25074,Kısa Kollu V Yaka Alt Üst Takım,,,,
25Y25075,Kısa Kollu Bisiklet Yaka Alt Üst Takım,,,,
25Y25076,Kısa Kollu V Yaka Alt Üst Takım,,,,
25Y25077,Kısa Kollu Bisiklet Yaka Alt Üst Takım,,,,
25Y25078,Kısa Kollu Bisiklet Yaka Alt Üst Takım,,,,
25Y25080,Kısa Kollu Bisiklet Yaka Alt Üst Takım,,,,
25Y25081,Kısa Kollu Bisiklet Yaka Alt Üst Takım,,,,
25Y25082,Kısa Kollu Kalın Askılı Alt Üst Takım,,,,
25Y25083,Kısa Kollu V Yaka Alt Üst Takım,,,,
25Y25085,Kısa Kollu Bisiklet Yaka Alt Üst Takım,,,,
25Y25086,Çiçek ve Yaprak Desenli Dantelli ve Dekolteli Sabahlık Takımı,,,,
25Y25086BAT,Çiçek ve Yaprak Desenli Dantelli ve Dekolteli Büyük Beden Sabahlık Takımı,,,,
25Y25087,Çiçek ve Yaprak Desenli Kısa Kollu V Yaka Pijama Takımı,,,,
25Y25087BAT,Çiçek ve Yaprak Desenli Kısa Kollu V Yaka Büyük Beden Pijama Takımı,,,,
25Y25088,Çiçek ve Yaprak Desenli Dantelli V Yaka Şort Takımı,,,,
25Y25089,Çiçek ve Yaprak Desenli Dantelli V Yaka Kapri Takımı,,,,
25Y25089BAT,Çiçek ve Yaprak Desenli Dantelli V Yaka Büyük Beden Kapri Takımı,,,,
25Y25090,Yaprak Desenli Dantelli ve Dekolteli Sabahlık Takımı,,,,
25Y25091BAT,Yaprak Desenli Dantelli Kısa Kollu V Yaka Büyük Beden Pijama Takımı,,,,
25Y25093,Yaprak Desenli Dantelli Kısa Kollu Kapri Takımı,,,,
25Y25093BAT,Yaprak Desenli Dantelli Kısa Kollu Büyük Beden Kapri Takımı,,,,
25Y25094,Yaprak Desenli ve Dantelli Hamile Lohusa Sabahlık Takımı,,"2904,9",30.00,"2033,43"
25Y25095,Yaprak Desenli ve Dantelli Hamile Lohusa 3'lü Pijama Takımı,,"3138,9",30.00,"2197,23"
25Y25096,Desenli ve Dantelli Kısa Kollu Pijama Takımı,,,,
25Y25098,Desenli ve Dantelli Kısa Kollu V Yaka Kapri Takımı,,,,
25Y25099,Desenli Kısa Kollu V Yaka Pijama Takımı,,,,
25Y25100,Desenli Kısa Kollu V Yaka Şort Takımı,,,,
25Y25101,Desenli Kısa Kollu Bisiklet Yaka Kapri Takımı,,,,
25Y25102,Etnik Desenli Dantelli ve Dekolteli Sabahlık Takımı,,,,
25Y25103,Etnik Desenli Kısa Kollu Önü Düğmeli Gömlek Yaka Alt Üst Takım,,,,
25Y25104,Göğüs ve Sırt Dekolteli Dantelli Yırtmaçlı Askılı Gecelik,,,,
25Y25105,Göğüs ve Sırt Dekolteli Dantelli Şort Takımı,,,,
25Y25106,Dantelli Kısa Kollu V Yaka Pijama Takımı,,,,
25Y25107,Etnik Desenli Dantelli Kısa Kollu V Yaka Pijama Takımı,,,,
25Y25108,Etnik Desenli Dantelli Kısa Kollu V Yaka Kapri Takımı,,,,
25Y25109,Etnik Desenli ve Dantelli Hamile Lohusa Sabahlık Takımı,,"3090,9",30.00,"2163,63"
25Y25110,Etnik Desenli ve Dantelli Hamile Lohusa 3'lü Pijama Takımı,,"3148,9",30.00,"2204,23"
25Y25111BAT,Etnik Desenli Kısa Kollu Bisiklet Yaka Büyük Beden Pijama Takımı,,,,
25Y25112,Etnik Desenli Kısa Kollu V Yaka Şort Takımı,,,,
25Y25114,Etnik Desenli Kısa Kollu V Yaka Pijama Takımı,,,,
25Y25115,Etnik Desenli Kısa Kollu Bisiklet Yaka Şort Takımı,,,,
25Y25116,Etnik Desenli Kısa Kollu Bisiklet Yaka Kapri Takımı,,,,
25Y25117,Etnik Desenli ve Dantelli Hamile Lohusa Sabahlık Takımı,,"2990,9",30.00,"2093,63"
25Y25118,Etnik Desenli ve Dantelli Hamile Lohusa 3'lü Pijama Takımı,,"3145,9",30.00,"2202,13"
25Y25119,Yaprak Desenli Kısa Kollu V Yaka Pijama Takımı,,,,
25Y25119BAT,Yaprak Desenli Kısa Kollu V Yaka Büyük Beden Pijama Takımı,,,,
25Y25120,Yaprak Desenli Askılı Bisiklet Yaka Şort Takımı,,,,
25Y25121,Yaprak Desenli Kısa Kollu V Yaka Kapri Takımı,,,,
25Y25121BAT,Yaprak Desenli Kısa Kollu V Yaka Büyük Beden Kapri Takımı,,,,
25Y25122,Yaprak Desenli ve Dantelli Hamile Lohusa Sabahlık Takımı,,"3056,9",30.00,"2139,83"
25Y25123,Yaprak Desenli ve Dantelli Hamile Lohusa 3'lü Pijama Takımı,,"3229,9",30.00,"2260,93"
25Y25124BAT,Desenli Kısa Kollu V Yaka Büyük Beden Pijama Takımı,,,,
25Y25125,Desenli Kısa Kollu Bisiklet Yaka Şort Takımı,,,,
25Y25126,Desenli Kısa Kollu V Yaka Kapri Takımı,,,,
25Y25126BAT,Desenli Kısa Kollu V Yaka Büyük Beden Kapri Takımı,,,,
25Y25127,Çiçek ve Yaprak Desenli Önü Düğmeli Gömlek Yaka Şort Takımı,,,,
25Y25128,Çiçek ve Yaprak Desenli Kısa Kollu Bisiklet Yaka Pijama Takımı,,,,
25Y25129,Çiçek ve Yaprak Desenli Kısa Kollu Bisiklet Yaka Kapri Takımı,,,,
K16051636701,Çiçek ve Yaprak Desenli Şort Takımı,,"725,9",35.00,"471,84"
Y13050368802,Desenli Dantelli Kelebek Nakışlı Şort Takımı,,"721,9",35.00,"469,24"
Y14020043401,Yakası ve Kol Ucu Dantelli Kurdele Detaylı Tek Sabahlık,,"695,9",35.00,"452,34"
Y14060031001,Çiçek Desenli Önü Düğmeli Gecelik,,"709,9",35.00,"461,44"
Y14060351501,"Desenli Önü Düğmeli ""Crazy"" Gecelik",,"739,9",35.00,"480,94"
Y17041710601,Çift Renk Bisiklet Yakalı Kısa Kollu Kapri Takımı,,"747,9",35.00,"486,14"
Y17061709301,Etnik Desenli Kalın Askılı Kuşaklı Gecelik,,"703,9",35.00,"457,54"
